dir_name	evalue_chlI_bchI	evalue_chlD_bchD	evalue_chlH_bchH	evalue_cobN	evalue_cobS	evalue_cobT	evalue_bchE	evalue_chlB_bchB	evalue_chlG_bchG	evalue_chlL_bchL	evalue_chlM_bchM	evalue_chlN_bchN	evalue_cobD_cobC	evalue_cobO	evalue_cobP_cobU	evalue_cobQ	evalue_cobV_cobS	evalue_cysG_cobA
Congregibacter_litoralis_KT71	3.46515e-140	6.782e-61	0	1	1	1	0	0	3.32934e-124	4.47481e-164	1.07534e-73	2.0436e-170	5.84497e-20	3.03897e-75	1	1	1	2.67936e-70
Neptuniibacter_caesariensis	1	2.42311e-60	1	0	1	1	1	1	1	1	7.33583e-16	1	1.47633e-111	1.08825e-73	1.31131e-55	0	1	4.70696e-71
Fulvimarina_pelagi_HTCC2506	2.41126e-127	3.34906e-59	0	0	0	0	2.88634e-108	0	1.14804e-103	1.0669e-167	1.70894e-71	0	1.45752e-102	2.36772e-117	6.67318e-71	0	4.38174e-49	4.37463e-56
Hoeflea_phototrophica_DFL_43	6.42874e-142	3.42158e-57	0	0	0	0	1.44035e-115	0	6.13953e-104	1.29957e-162	1.21363e-67	0	3.77423e-86	4.25939e-114	2.4298e-78	0	8.81134e-42	5.34726e-151
Roseobacter_litoralis_Och_149	0	1.584e-129	0	3.27357e-137	3.21302e-178	0	0	0	1.57085e-161	0	3.65216e-101	0	4.48299e-76	4.53618e-87	5.00137e-55	0	6.87902e-39	6.53674e-63
Coleofasciculus_chthonoplastes_PCC_7420	0	0	0	0	1	1	4.77975e-117	0	0	0	2.58572e-16	0	3.39064e-39	4.29835e-79	1.028e-30	1.07187e-131	2.40934e-18	7.83457e-78
Mycobacterium_kansasii_ATCC_12478	0	1.43555e-81	1	0	1	1	5.17062e-29	1	1	1	7.88792e-20	1	8.30585e-161	2.95671e-133	1.10151e-101	2.29525e-153	5.1463e-115	0
Labrenzia_alexandrii_DFL_11	6.27708e-139	2.3535e-51	0	0	0	0	0	0	6.07404e-101	1.29065e-164	5.95015e-66	7.51994e-174	4.18751e-82	2.50374e-102	7.10093e-74	0	3.52027e-47	1.81171e-144
Luminiphilus_syltensis_NOR5_1B	8.12102e-143	2.78892e-79	0	1	1	1	1.42982e-108	0	1.19491e-108	7.0444e-163	1.19829e-70	1.64191e-173	6.38428e-16	1.88708e-77	1	1	1	4.2532e-68
Dialister_invisus_DSM_15470	1.40272e-105	4.51599e-101	1	0	1	1	1	2.9232e-19	1	1.05974e-62	1.6944e-12	1	6.75319e-60	7.11761e-50	3.38003e-39	3.95229e-129	2.17286e-28	1.26356e-80
Mycobacterium_parascrofulaceum_ATCC_BAA_614	0	2.8509e-83	1	0	1	1	1	1	1	1	5.94562e-15	1	6.65053e-154	1.00426e-127	1	1.26396e-155	1	0
Rhodomicrobium_vannielii_ATCC_17100	9.05709e-147	3.27015e-79	0	1.80337e-153	0	0	0	0	9.15378e-121	8.03809e-170	5.02149e-70	0	8.46877e-82	1	1.21881e-30	0	1	5.60086e-64
Methanothermus_fervidus_DSM_2088	1	2.4311e-113	3.00659e-108	1.16512e-159	1	1	4.59155e-64	7.18686e-25	1.18093e-26	5.35843e-63	3.97603e-18	1	5.03267e-69	1	1	6.6532e-155	3.6144e-43	3.11282e-93
Frankia_inefficax	0	4.23946e-62	1	0	1	1	1	1	1	1	3.4582e-14	1	2.74266e-97	1.45341e-93	4.27817e-51	8.84939e-170	3.68676e-31	1.30764e-93
Crocosphaera_watsonii_WH_8501	0	0	0	0	1	1	3.54248e-115	0	0	0	6.71948e-132	0	3.78625e-43	3.77511e-80	1.72317e-32	4.63838e-126	6.64784e-18	1.67134e-73
Chlorobium_ferrooxidans_DSM_13031	1.21772e-149	4.67905e-124	0	1	1	1	0	0	0	0	5.02531e-149	0	4.27271e-54	8.20448e-45	1.15579e-44	3.76794e-133	2.11782e-18	1.62771e-47
Halogeometricum_borinquense_DSM_11551	1	2.46887e-63	1	0	1	1	1	1	4.46353e-24	1	6.67819e-12	1	5.41243e-40	1.35877e-32	1	1.57713e-103	1	2.59629e-71
Corynebacterium_matruchotii_ATCC_14266	1	1.23614e-79	1	0	1	1	1	1	1	1	4.02234e-17	1	6.65331e-81	5.00775e-101	1	1.35341e-143	2.06331e-27	3.18585e-80
Citromicrobium_bathyomarinum_JL354	1.51504e-148	1.67322e-81	0	1	0	0	0	0	1.97978e-120	2.23676e-172	2.81826e-73	0	2.03209e-70	2.16533e-81	2.39963e-55	0	3.32435e-24	2.03101e-62
Frankia_symbiont_of_Datisca_glomerata	0	2.51614e-61	1	0	1	1	1	2.48755e-19	1	5.6324e-52	6.07374e-13	1	4.00319e-98	3.5969e-94	1.74935e-36	7.61775e-169	9.41825e-29	5.31299e-91
Granulicella_mallensis_MP5ACTX8	1	1.24154e-52	1	0	1	1	1.79914e-36	1	1	1	1	1	1.15838e-53	1	1.50501e-44	2.78346e-129	1.02123e-23	7.04361e-57
Granulicella_tundricola_MP5ACTX9	1	3.87342e-77	1	0	1	1	4.74632e-36	1	1	1	1.57953e-13	1	3.79492e-57	1	1.23399e-42	2.23217e-129	1	4.80313e-54
Methanothermococcus_okinawensis_IH1	1	4.03976e-74	1	0	1	1	1.33346e-18	1.26437e-24	1.51691e-22	1.70352e-64	1.24814e-14	1	3.00345e-152	1	1	0	1.22483e-51	1.7288e-127
Spirochaeta_thermophila_DSM_6578	1	7.55086e-93	1	1	1	1	1.68016e-15	1	1	1	1	1	5.84129e-21	1	1	1	1	2.66236e-42
Mycobacterium_gilvum_Spyr1	0	5.35771e-56	1	0	1	1	1	1	1	1	6.2614e-17	1	2.07984e-125	2.83977e-125	3.55309e-84	0	1.78647e-87	0
Intrasporangium_calvum_DSM_43043	0	7.99728e-31	1	0	1	1	1	1	1	1	3.0516e-11	1	1.42105e-81	1.6053e-98	3.32372e-49	4.91836e-170	3.96187e-32	4.68364e-80
Variovorax_paradoxus_EPS	1	3.63263e-52	1	0	2.25131e-165	3.49006e-82	1	1	1	1	1.38956e-15	1	1.81444e-51	2.60318e-55	4.19878e-43	8.79602e-116	1.89199e-27	7.66346e-83
Deinococcus_maricopensis_DSM_21211	1.96396e-107	2.67654e-89	1	0	1	1	1	1	1	1	1.13242e-13	1	1.522e-51	4.80294e-48	1.92681e-50	1.13149e-118	1	7.8582e-69
Desulfobulbus_propionicus_DSM_2032	2.84224e-123	1.11174e-111	4.265e-133	0	1	1	1.89627e-13	1	1	2.30459e-53	6.22651e-17	1	2.24942e-50	4.68651e-61	2.62865e-43	1.18054e-150	1.61376e-24	3.22105e-75
Phascolarctobacterium_succinatutens_YIT_12067	3.89548e-114	2.98862e-102	1	0	1	1	5.18443e-20	4.02587e-22	1	2.42757e-59	2.47419e-13	1	5.4441e-49	1.43966e-40	5.47636e-46	6.7799e-140	4.07786e-22	5.83232e-84
Methylobacter_tundripaludum_SV96	1	9.10789e-68	1	9.29528e-148	1	1	1.75111e-21	3.29571e-19	1	9.28706e-53	1	1	1.94857e-52	3.9199e-61	2.90954e-41	4.06334e-95	7.3583e-24	6.06842e-76
Methanobacterium_lacus	1	4.42982e-75	1	1	1	1	5.34054e-77	8.30413e-23	7.26388e-22	1.32705e-63	1.29787e-15	1	5.64435e-72	1	1	1.19506e-153	2.83633e-39	6.02461e-80
Gordonia_neofelifaecis_NRRL_B_59395	0	1.26005e-86	1	0	1	1	1	1	1	1	9.02225e-12	1	3.44434e-103	8.64014e-112	1	1.39187e-153	3.89993e-37	1.38522e-162
Marinomonas_mediterranea_MMB_1	1	2.15957e-69	1	0	1	1	1.09991e-18	1	1	1	1	1	2.53927e-90	1.41864e-80	1.75462e-52	0	4.97566e-21	7.12265e-73
Archaeoglobus_veneficus_SNP6	1.07369e-36	6.45012e-102	1	4.76632e-172	1	1	9.17324e-14	1	3.59418e-20	7.12691e-17	5.47541e-13	1	1.27327e-58	1	1	2.13947e-112	1.01775e-23	2.68195e-69
Desulfobacca_acetoxidans_DSM_11109	1.0749e-125	9.89308e-124	8.95022e-115	1.21662e-158	1	1	8.18629e-42	1.72815e-19	1	2.40739e-54	3.96243e-17	1	1.56486e-51	3.34772e-48	4.52368e-55	3.32921e-141	1	1.51445e-78
Rhodopseudomonas_palustris_CGA009	4.42221e-145	9.01005e-98	0	0	0	0	0	0	8.52214e-113	4.04176e-163	5.75411e-71	0	2.19009e-102	4.98284e-91	2.50092e-67	0	1.72707e-26	2.62031e-58
Mycobacterium_bovis_AF2122_97	0	4.45317e-54	1	0	1	1	1.14604e-28	1	1	1	3.2562e-12	1	0	3.76488e-156	2.92415e-126	0	1.14337e-171	0
Thermoplasma_acidophilum_DSM_1728	1	2.36592e-71	1	1	1	1	5.22544e-41	1	1	1	1	1	2.77534e-48	1.86179e-37	1	6.14318e-94	2.214e-16	1.86804e-42
Mycobacterium_tuberculosis_H37Rv	0	9.44591e-55	1	0	1	1	1.14604e-28	1	1	1	3.2562e-12	1	0	4.61053e-157	2.92415e-126	0	1.40084e-172	0
Deinococcus_geothermalis_DSM_11300	5.16141e-113	6.70537e-83	1	0	1	1	1	1	1	1	1.53576e-12	1	1.60333e-45	8.46356e-47	9.36105e-51	3.22233e-115	1	7.57433e-70
Pseudonocardia_dioxanivorans_CB1190	0	1.00499e-63	1	0	1	1	1	1	1	1	5.88515e-14	1	1.46577e-103	1.21439e-106	1	3.06862e-164	7.92047e-47	1.72766e-177
Rhodococcus_hoagii_103S	0	3.5524e-91	1	0	1	1	1	1	1	1	4.37552e-17	1	1.5293e-111	5.41048e-117	4.84263e-47	1.18068e-156	4.84175e-59	0
Amycolatopsis_mediterranei_U32	0	6.73388e-99	1	0	1	1	1	1	1	5.76017e-13	7.47893e-17	1	1.70012e-94	3.96733e-113	6.85563e-57	0	3.95544e-33	3.06047e-160
Anaerolinea_thermophila_UNI_1	4.86857e-69	1.62245e-121	1	1	1	1	5.70678e-33	1	1	1	2.23233e-16	1	1	1	1	1	1	1
Acidiphilium_multivorum_AIU301	4.48266e-142	9.76469e-78	0	5.16401e-141	0	0	0	0	1.75585e-130	5.30376e-158	2.58066e-78	6.24543e-180	6.03832e-85	3.422e-88	8.58052e-66	0	8.03226e-26	2.09128e-72
Streptomyces_coelicolor_A3_2	1.18991e-55	5.18498e-74	1	0	1	1	1	1	5.26337e-15	1	1.30207e-15	1	4.14213e-92	1.60266e-95	6.83322e-40	7.23376e-166	2.65528e-29	6.35757e-150
Methanothrix_soehngenii_GP6	1	1.53219e-134	2.41441e-161	0	1	1	8.99063e-58	1.92615e-18	1.67372e-20	5.64678e-60	1.57363e-18	1	2.3546e-52	1	1	3.24291e-128	2.41725e-37	1.48289e-84
Streptomyces_griseoaurantiacus_M045	2.86449e-12	8.82341e-73	1	0	9.87559e-10	1	1	1	1.48338e-13	1.10845e-13	4.42428e-14	1	1.01672e-92	5.79033e-96	3.74933e-42	5.63216e-165	4.62808e-32	7.23509e-161
Metallosphaera_cuprina_Ar_4	1	5.94073e-80	1	3.32156e-155	1	1	1	1	1.10874e-17	1	4.66134e-14	1	1.71758e-44	1	1	3.92958e-75	1	1.3e-76
Selenomonas_sputigena_ATCC_35185	3.33939e-112	1.91522e-44	1	0	1	1	2.79333e-29	2.52144e-20	1	4.71865e-58	1	1	1.12737e-58	2.30599e-52	2.96359e-49	1.3096e-134	4.8502e-22	4.90921e-80
Arthrospira_platensis_NIES_39	0	0	0	0	1	1	8.74096e-118	0	0	0	1.69333e-124	0	1.15644e-43	7.33048e-83	4.86856e-36	9.82138e-131	1	2.35373e-78
Hylemonella_gracilis_ATCC_19624	1	5.19139e-60	1	0	1	1	1	1	1	1	7.81493e-15	1	4.9944e-49	2.41894e-51	3.48613e-48	6.68633e-113	3.83828e-24	2.48092e-72
Pseudomonas_fulva_12_X	1	1.61856e-53	1	0	1	1	1	1	1	1	2.58835e-16	1	3.70136e-146	1.43789e-123	1.17709e-81	0	3.75898e-81	2.45594e-123
Centipeda_periodontii_DSM_2778	2.30871e-112	4.01806e-92	1	0	1	1	1	2.08738e-20	1	3.08738e-61	1	1	5.2014e-59	9.23692e-51	8.61515e-44	1.19458e-138	5.16854e-28	8.11627e-89
Methyloversatilis_universalis_FAM5	4.1805e-158	9.06342e-92	0	1	1	1	4.51362e-108	0	5.60255e-127	1.52415e-171	3.63164e-67	0	1.66782e-106	2.71248e-102	1.00573e-61	0	7.17063e-27	5.58795e-86
Mycobacterium_sinense	0	4.87801e-89	1	0	1	1	1	1	1	1	2.8433e-14	1	2.33745e-83	3.50628e-107	4.17624e-52	0	1.9728e-83	0
Hoyosella_subflava_DQS3_9A1	3.87653e-101	1.0856e-64	1	0	1	1	1	1	1	1	2.98903e-15	1	3.25717e-98	1.57954e-110	1	1.38885e-144	5.44181e-53	0
Marinomonas_posidonica_IVIA_Po_181	1	2.89503e-63	1	0	1	1	1	1	1	1	1	1	1.97346e-90	1.16348e-79	9.2055e-58	0	1.81241e-25	2.36098e-74
Methanotorris_igneus_Kol_5	1	5.11114e-80	6.53457e-139	0	1	1	3.2543e-16	1.19027e-30	5.3495e-26	5.73704e-60	2.69168e-14	1	4.84755e-157	1	1	0	1.71613e-83	4.64254e-138
Methanobacterium_paludis	1	8.72804e-77	1	1	1	1	1.70598e-77	3.29886e-28	6.83883e-22	4.19794e-60	2.97148e-15	1	1.66786e-70	1	1	6.95865e-155	5.86848e-42	9.01289e-88
Pyrococcus_yayanosii_CH1	1	2.03888e-84	1.13472e-172	1	1	1	1.19647e-21	1	1.30947e-24	6.15483e-14	8.96834e-18	1	2.64994e-64	9.89713e-39	1	1	6.06467e-29	1
Halopiger_xanaduensis_SH_6	1	6.19503e-67	1	0	1	1	1	1	5.74082e-25	1	4.30106e-17	1	1.60588e-41	2.15797e-27	1	2.61297e-108	6.09662e-26	5.8399e-67
Thermodesulfatator_indicus_DSM_15286	6.63645e-128	9.53669e-117	1	1.36493e-168	1	1	2.53435e-51	7.06383e-21	1	1.50347e-57	2.98381e-15	1	4.21928e-50	7.84346e-47	1.66227e-46	4.11274e-91	1	1.22623e-83
Methanococcus_maripaludis_X1	1	1.57799e-77	9.61212e-160	1	1	1	1.52777e-18	1.37248e-22	1.75343e-25	8.85561e-65	1	1	1.44838e-137	1	4.10937e-40	0	8.27937e-58	4.55196e-123
Haloarcula_hispanica_ATCC_33960	1	2.58029e-62	1	0	1	1	1	1	1	1	2.82979e-16	1	5.06976e-38	1.15036e-27	1	1.41954e-115	1	4.95775e-71
Thiocapsa_marina_5811	5.86474e-146	1.76443e-96	0	1	1	1	0	0	4.27458e-117	1.20553e-166	2.31372e-70	2.14468e-179	6.67395e-72	5.3973e-93	5.25083e-64	0	5.89341e-51	4.95791e-72
Marichromatium_purpuratum_984	3.21883e-149	1.06396e-94	0	1	1	1	0	0	4.19803e-113	2.41832e-167	6.27512e-75	0	1.33601e-67	1	2.0113e-36	5.75496e-178	5.65243e-50	6.11467e-71
Thiorhodococcus_drewsii_AZ1	9.3076e-148	2.2748e-95	0	1	1	1	0	0	2.31419e-114	5.17185e-163	2.27574e-69	9.47303e-178	1.51503e-73	1	6.77458e-34	0	2.84685e-51	2.35509e-69
Streptomyces_zinciresistens_K42	5.91466e-12	2.08101e-72	1	0	1	1	1	1	1	2.08142e-13	5.34178e-14	1	2.45651e-95	6.9025e-97	3.02201e-38	3.86082e-169	9.36801e-21	5.83105e-152
Dietzia_alimentaria_72	0	2.50463e-67	1	0	1	1	1	1	1	1	1.69596e-16	1	4.41003e-82	9.94634e-106	1	0	1.21378e-33	3.4304e-147
Chloracidobacterium_thermophilum_B	1.42113e-139	4.24935e-126	0	0	1	1	0	1.65038e-130	3.97654e-96	9.764e-107	5.96788e-43	2.55237e-115	1.25972e-55	8.70756e-85	6.20279e-47	6.60672e-128	2.0111e-21	1
Halobiforma_lacisalsi_AJ5	1	3.6033e-64	1	0	1	1	1	1	3.11033e-23	1	7.156e-17	1	4.80804e-40	6.56385e-28	1	2.10956e-111	7.48758e-24	5.39829e-69
Thiorhodospira_sibirica_ATCC_700588	2.83062e-144	1.24197e-94	0	1	1	1	0	0	1.41383e-119	6.60303e-163	1.99725e-77	0	6.09068e-62	1.29756e-70	7.30195e-61	0	3.78434e-27	5.13079e-69
Thiocystis_violascens_DSM_198	1.67477e-149	3.32517e-93	0	1	1	1	0	0	1.34684e-111	3.49683e-163	5.27582e-69	0	1.27857e-69	1	4.15121e-34	2.87373e-178	1.18706e-53	2.14796e-70
Natronobacterium_gregoryi_SP2	1	1.63523e-67	1	0	1	1	6.24219e-15	1	1.85597e-21	1	1.88611e-17	1	3.21916e-33	8.9114e-30	1	2.64635e-112	7.02345e-28	1.11026e-73
Natrinema_pellirubrum_DSM_15624	1	5.74336e-67	1	0	1	1	1	1	4.54921e-22	1	1	1	1.6394e-45	3.39143e-26	1	1.02945e-102	1.1512e-25	2.06348e-71
Mycobacterium_rhodesiae_NBB3	0	1.87184e-86	1	0	1	1	1	1	1	1	3.06833e-15	1	2.49163e-135	1.00751e-124	1	2.00119e-153	4.18826e-92	0
Mycobacterium_rhodesiae_JS60	0	1.71225e-54	1	0	1	1	5.07101e-15	1	1	1	1.72756e-12	1	2.14385e-133	7.03262e-124	1	4.12383e-156	1.27097e-82	0
Saccharomonospora_azurea_NA_128	0	1.08346e-63	1	0	1	1	1	1	1	2.10375e-13	1.24342e-15	1	6.32442e-90	1.36904e-106	4.1853e-51	0	1.68397e-37	2.19933e-86
Desulfotomaculum_gibsoniae_DSM_7213	2.02848e-127	3.25193e-49	1.24997e-137	1	1	1	1.71728e-31	1.22279e-17	1	9.61844e-53	9.49668e-15	1	7.4913e-59	4.90563e-53	2.40774e-45	1.87895e-138	1	2.57484e-80
Mycobacterium_thermoresistibile_ATCC_19527	0	1.44219e-50	1	0	1	1	1	1	1	1	4.41465e-15	1	1.5246e-126	3.98658e-124	4.5037e-47	1.35336e-151	7.73534e-94	0
Methanosaeta_harundinacea_6Ac	7.65595e-114	1.72635e-124	0	1	1	1	1.83493e-30	1	2.33224e-25	5.41354e-58	1.42256e-13	1	2.68561e-50	1	1	1.58473e-126	1.53693e-34	2.25195e-88
Methanolinea_tarda_NOBI_1	1	9.07189e-133	1	1.98946e-143	1	1	1.33602e-14	5.47966e-28	2.01268e-20	4.05583e-63	9.66587e-14	1	1.12751e-48	1	1	9.29127e-113	2.33308e-34	5.9016e-75
Halomonas_boliviensis_LC1	1	8.16222e-61	1	0	1	1	1	1	1	1	1.43257e-13	1	3.46676e-52	1.88494e-77	3.67602e-30	0	2.75993e-28	5.90728e-66
Pseudomonas_fluorescens_F113	2.30204e-07	1.26333e-54	1	0	1	1	1	1	1	1	3.45317e-16	1	2.06088e-147	1.75838e-120	6.09097e-84	0	1.57694e-85	4.04359e-132
Haloquadratum_walsbyi_C23	1	1.74046e-61	1	0	1	1	1	1	1.47582e-18	1	1	1	2.95307e-39	1.8305e-27	1	2.65308e-96	1	3.1127e-66
Streptomyces_cattleya_NRRL_8057_DSM_46488	1	5.36299e-73	1	0	1	1	3.17474e-38	1	1	1	9.55845e-14	1	4.51146e-88	2.46807e-97	5.63308e-41	3.0085e-169	1.2506e-27	6.22801e-160
Mycobacterium_avium_subsp_avium_Env_77	0	4.10904e-85	1	0	1	1	1	1	1	1.1445e-12	9.46346e-15	1	1.97435e-69	2.84105e-106	9.28902e-53	0	1.70526e-84	1.80379e-164
Gordonia_araii_NBRC_100433	0	1.7181e-57	1	1	1	1	1	1	1	4.15202e-15	2.76313e-12	1	5.38549e-107	1.89001e-110	1	2.82363e-139	9.64314e-44	2.11272e-163
Gordonia_effusa_NBRC_100432	0	5.18263e-59	1	0	5.85472e-13	1	1	1	1	6.38066e-13	1.92804e-16	1	1.14251e-93	2.46083e-111	1	1.13518e-145	1.08575e-44	2.64103e-30
Gordonia_amarae_NBRC_15530	0	1.01859e-58	1	0	1	1	1	1	1	4.99138e-12	1.22961e-12	1	6.87416e-97	2.46887e-108	1	1.19461e-147	3.1861e-42	1.6147e-169
Sphingomonas_echinoides_ATCC_14820	8.69268e-140	2.71788e-89	0	1.51853e-144	0	0	9.96597e-117	0	8.80066e-125	6.10429e-170	1.27186e-71	0	1.81738e-68	7.83164e-101	5.22626e-60	0	5.55858e-27	2.78366e-62
Frateuria_aurantia_DSM_6220	1	3.82274e-58	1	0	1	1	8.69538e-28	1	1	1	2.50015e-15	1	1.2164e-103	2.37261e-76	1.70317e-63	0	1.1361e-50	3.59661e-74
Dialister_succinatiphilus_YIT_11850	6.29872e-116	1.41637e-97	1	0	1	1	1	2.33466e-19	1	1.28342e-60	7.1015e-13	1	1.3107e-55	6.74832e-49	1.61774e-39	2.76818e-131	8.41493e-26	2.40583e-81
Singulisphaera_acidiphila_DSM_18658	1.21457e-126	5.15007e-107	4.59668e-113	0	1	1	5.23055e-30	1	2.42762e-12	1.47484e-11	1.54052e-14	1	6.0962e-51	8.9937e-63	1.24829e-35	1.29846e-125	6.14064e-25	3.50664e-65
Holophaga_foetida_DSM_6591	7.34098e-110	2.18881e-93	1	0	1	1	1.06924e-44	7.51058e-20	1	4.43111e-58	7.73042e-13	1	4.74801e-50	4.8441e-63	6.38178e-38	4.39248e-103	7.79591e-20	2.09064e-58
Streptomyces_acidiscabies_84_104	1	3.44934e-73	1	0	1	1	1.02635e-33	1	6.45574e-15	7.61961e-13	2.45373e-13	1	1.84972e-95	1.37155e-98	9.02031e-44	5.51204e-172	2.52856e-28	2.20822e-146
Methanoplanus_limicola_DSM_2279	1	6.71921e-148	6.83037e-179	6.04885e-169	1	1	3.73367e-20	1	3.28115e-25	3.23123e-63	8.24204e-14	1	9.12124e-55	2.22734e-36	1	1.55331e-109	1.86528e-31	1.18394e-74
Methanotorris_formicicus_Mc_S_70	1	5.19124e-77	5.30647e-138	0	1	1	2.66418e-17	2.92131e-31	7.3178e-25	1.96454e-59	1.25715e-14	1	6.63615e-161	1	1	1	1.71549e-82	4.96103e-139
Saccharomonospora_marina_XMU15	0	3.15965e-68	1	0	1	1	1	1	5.73938e-16	1	6.28556e-17	1	3.82604e-100	2.03597e-108	2.5273e-54	0	2.76714e-37	1.35849e-168
Acetobacterium_woodii_DSM_1030	3.6777e-113	1.33759e-103	2.07062e-114	0	1	1	3.36035e-33	2.77307e-19	1	2.31753e-59	7.14512e-15	1	6.43719e-43	1	8.83347e-40	6.80191e-143	1.09676e-24	1.71236e-71
Gordonia_polyisoprenivorans_VH2	0	7.34935e-58	1	0	1	1	1	1	1	1	1.7085e-16	1	3.44152e-106	1.73606e-111	1	8.78416e-151	1.44453e-46	6.79444e-167
Mobilicoccus_pelagius_NBRC_104925	1.86557e-13	6.77935e-87	1	0	1	1	1	1	1	1.65467e-11	7.74133e-16	1	3.65127e-84	7.07361e-110	6.18269e-50	1.40109e-177	3.15775e-33	3.31166e-81
Gordonia_sputi_NBRC_100414	0	2.42177e-57	1	0	6.73395e-12	1	1	1	1	1.55244e-12	5.90544e-10	1	4.21609e-100	1.20253e-108	1	1.18196e-157	7.43237e-47	1.00119e-159
Nocardia_brasiliensis_ATCC_700358	1	6.12855e-62	1	0	1	1	1.34995e-17	1	1	1	2.74494e-14	1	2.27831e-115	1.91929e-117	1	5.61929e-155	3.60419e-50	0
Methanocella_conradii_HZ254	1	2.24193e-139	0	1	1	1	3.17482e-65	7.07307e-22	4.85652e-15	1.46927e-59	1.86969e-14	1	1.00643e-65	2.37116e-23	1	9.80304e-122	6.60698e-39	8.21202e-80
Deinococcus_gobiensis_I_0	5.72981e-114	1.00339e-67	1	1	1	1	1	1	1	1	2.8465e-17	1	5.98741e-44	5.2743e-45	7.96133e-55	7.08102e-117	1	1.19034e-66
Thermococcus_zilligii_AN1	1	9.74876e-105	0	1	1	1	1.20415e-16	1	8.99813e-25	1.05529e-14	2.24421e-16	1	6.4146e-64	9.37829e-38	1	1.50221e-123	2.9746e-23	1
Fusobacterium_necrophorum_subsp_funduliforme_ATCC_51357	3.32196e-105	9.38485e-110	1	0	1	1	9.81345e-14	1	1	7.16454e-14	1	1	1.38372e-53	7.79216e-39	1.1523e-36	2.44945e-139	5.80115e-29	2.49245e-73
Halomonas_smyrnensis_AAD6	1	7.68616e-59	1	0	1	1	1	1	1	2.54656e-13	1.62591e-15	1	4.71031e-56	8.48275e-99	4.69073e-30	0	7.90126e-28	4.96262e-69
Mycobacterium_chubuense_NBB4	0	1.67304e-84	1	0	1	1	1	1	1	1	2.05866e-14	1	3.21053e-129	8.54555e-126	3.56788e-88	0	4.02511e-87	0
Desulfomonile_tiedjei_DSM_6799	1.18711e-125	2.96563e-96	1.29433e-171	1	1	1	1.20298e-40	1.05329e-16	1	1.03265e-54	1.14609e-14	1	1.20416e-57	1.65506e-57	4.52787e-44	1.00212e-136	2.65706e-22	2.57429e-75
Kitasatospora_setae_KM_6054	1	1.89811e-40	1	0	1	1	2.45977e-20	1	1	1	4.40397e-17	1	5.39503e-87	2.73494e-96	1.04529e-48	1.15496e-175	1.53613e-31	3.38835e-160
Microlunatus_phosphovorus_NM_1	1.37004e-177	4.21945e-61	1	0	1	1	1	1	1	1	8.892e-16	1	1.44838e-88	6.53232e-97	1.34256e-52	8.01107e-170	1.84429e-35	1.9062e-79
Methanofollis_liminatans_DSM_4140	1	2.66995e-119	1	8.90725e-177	1	1	8.57067e-37	2.1503e-22	4.80853e-21	1.50554e-60	1	2.47182e-18	2.56108e-42	1	1	3.86719e-120	1.06827e-36	1.10495e-75
Mycobacterium_intracellulare_ATCC_13950	0	5.88093e-56	1	0	1	1	1	1	1	1	8.04148e-14	1	1.51613e-151	7.34109e-125	1	6.51106e-161	2.75856e-102	3.65108e-30
Pseudopropionibacterium_propionicum_F0230a	5.08133e-122	5.81734e-97	6.51657e-126	1	1	1	1	1	1	1	1	1	1.87436e-87	4.98225e-99	8.87601e-48	7.02472e-159	1	3.60434e-76
Caldilinea_aerophila_DSM_14535_NBRC_104270	1	1.49274e-79	1	0	1	1	2.56334e-43	1	1	1	1.38097e-15	1	9.35463e-61	2.87329e-51	4.6694e-42	1.04078e-122	1.71574e-23	6.70552e-76
Blastococcus_saxobsidens_DD2	1.14438e-177	4.26473e-96	1	0	1	1	1	1	1	1	3.69329e-13	1	3.94541e-101	1.87656e-103	1.35363e-51	1.82643e-167	1.58497e-31	1.65918e-142
Nocardia_cyriacigeorgica_GUH_2	1	4.13511e-65	1	0	1	1	1	1	1	1	4.75974e-15	1	8.65127e-115	1.12512e-118	1	1.28848e-136	1.01788e-52	0
Rubrivivax_gelatinosus_IL144	9.01641e-155	1.39434e-95	0	0	1	1	0	0	9.26143e-118	1.66456e-164	5.80246e-79	0	8.39502e-49	5.10904e-52	2.68704e-43	4.82749e-178	7.09715e-25	3.3996e-66
Actinoplanes_missouriensis_431	0	1.62739e-65	1	0	1	1	1.84532e-33	1	1	1	2.18634e-17	1	1.77337e-83	1.68672e-93	1	3.05434e-174	4.81638e-41	1.53461e-133
Paenibacillus_senegalensis_JC66	6.52526e-102	5.79531e-53	1.01073e-165	0	1	1	2.02516e-22	1	5.33456e-15	8.48156e-16	3.12818e-13	1	1.73063e-58	1	1.36419e-36	2.84296e-146	3.67094e-28	1.45524e-79
Nocardiopsis_alba_ATCC_BAA_2165	2.16528e-164	1.19915e-64	1	0	1	1	1	1	2.10941e-14	1	3.76536e-15	1	1.0834e-84	3.06359e-103	1.73183e-41	0	1.19972e-29	1.43409e-138
Phaeospirillum_molischianum_DSM_120	1.13578e-146	2.14179e-102	0	0	0	0	0	0	6.71157e-112	5.93705e-155	1.57735e-69	0	6.57647e-88	1	4.89822e-29	0	8.92295e-34	7.03338e-93
Micromonospora_lupini_str_Lupac_08	0	3.32254e-64	1	0	1	1	1	1	1	1	8.37109e-14	1	1.44114e-79	4.98126e-101	1	0	4.51262e-39	1.75964e-128
